age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target
30;technician;single;secondary;no;102;yes;no;unknown;7;may;614;2;-1;0;unknown;no
27;blue-collar;single;secondary;no;513;yes;yes;cellular;18;may;351;1;-1;0;unknown;yes
62;retired;married;secondary;no;1495;no;no;cellular;17;aug;606;1;196;1;success;yes
41;technician;single;tertiary;no;145;no;no;cellular;22;jul;1833;2;-1;0;unknown;yes
33;self-employed;married;tertiary;no;1278;no;no;cellular;6;oct;649;1;-1;0;unknown;yes
32;management;single;tertiary;no;1047;yes;no;cellular;13;aug;203;6;-1;0;unknown;no
31;technician;single;tertiary;no;882;no;no;cellular;3;jun;411;1;-1;0;unknown;yes
50;admin.;married;secondary;no;512;yes;yes;cellular;17;apr;77;3;338;3;failure;no
33;technician;single;secondary;no;338;yes;no;cellular;29;jul;105;4;-1;0;unknown;no
34;services;married;secondary;no;1182;yes;no;unknown;28;may;124;1;-1;0;unknown;no
29;services;married;secondary;no;0;yes;yes;cellular;20;apr;204;3;-1;0;unknown;no
76;retired;married;secondary;no;2302;no;no;telephone;10;nov;345;2;-1;0;unknown;no
32;services;married;secondary;no;268;no;no;cellular;29;jan;140;1;-1;0;unknown;no
53;blue-collar;married;primary;no;570;no;no;cellular;20;aug;158;4;-1;0;unknown;no
32;management;married;tertiary;no;820;yes;no;cellular;17;jul;738;3;-1;0;unknown;no
48;management;married;tertiary;no;20718;yes;no;unknown;14;may;125;1;-1;0;unknown;no
37;admin.;married;tertiary;no;3221;no;no;cellular;15;jun;379;2;376;13;other;yes
31;self-employed;single;tertiary;no;1815;no;no;telephone;9;feb;1541;1;-1;0;unknown;yes
36;technician;married;secondary;no;186;yes;no;cellular;12;may;187;3;-1;0;unknown;no
59;admin.;married;secondary;no;145;yes;no;telephone;12;may;556;2;287;13;success;yes
54;unemployed;single;tertiary;no;252;yes;no;cellular;21;jul;101;1;-1;0;unknown;no
60;blue-collar;married;primary;no;5;no;no;cellular;4;may;494;1;95;2;success;yes
39;admin.;married;unknown;no;378;no;no;unknown;20;jun;17;5;-1;0;unknown;no
64;retired;married;tertiary;no;1644;no;no;telephone;5;mar;341;4;179;4;success;yes
36;management;single;tertiary;no;4;yes;no;cellular;7;may;855;2;342;1;failure;yes
59;management;married;tertiary;no;315;no;no;cellular;7;sep;98;2;-1;0;unknown;no
50;services;married;secondary;no;2376;yes;no;cellular;24;sep;395;1;-1;0;unknown;yes
47;blue-collar;married;secondary;no;1303;no;no;cellular;13;aug;68;3;-1;0;unknown;no
68;retired;married;secondary;no;1146;no;no;cellular;3;mar;153;2;110;3;success;yes
53;blue-collar;single;primary;no;210;yes;no;cellular;15;may;984;1;368;1;failure;no
33;management;married;tertiary;no;273;yes;no;unknown;16;may;803;1;-1;0;unknown;yes
46;management;divorced;tertiary;no;4917;yes;yes;cellular;31;jul;5;2;-1;0;unknown;no
34;unemployed;single;tertiary;no;1974;no;no;cellular;22;jul;355;1;342;3;success;yes
47;technician;married;secondary;no;1167;yes;no;cellular;4;aug;505;1;96;6;success;yes
48;blue-collar;divorced;secondary;no;2071;no;no;cellular;14;may;127;1;-1;0;unknown;no
39;management;single;tertiary;no;1515;yes;no;cellular;4;may;815;6;167;6;failure;yes
65;retired;married;secondary;no;2326;no;yes;cellular;21;aug;276;1;-1;0;unknown;yes
33;blue-collar;single;secondary;no;16649;yes;no;cellular;5;feb;173;1;-1;0;unknown;no
45;blue-collar;married;primary;no;803;yes;no;cellular;4;may;742;4;-1;0;unknown;yes
61;retired;divorced;secondary;no;0;no;no;cellular;5;may;272;3;-1;0;unknown;no
49;services;single;secondary;no;178;yes;yes;cellular;29;jan;197;1;-1;0;unknown;no
39;blue-collar;married;primary;no;-186;no;yes;unknown;18;jun;320;3;-1;0;unknown;no
52;management;married;tertiary;no;1227;no;no;cellular;22;aug;1123;4;-1;0;unknown;yes
29;management;married;tertiary;no;1387;yes;no;cellular;18;may;256;2;-1;0;unknown;yes
53;blue-collar;married;secondary;no;-71;yes;no;cellular;6;may;91;3;-1;0;unknown;no
43;unemployed;divorced;secondary;no;1854;no;no;cellular;30;apr;323;1;-1;0;unknown;yes
39;management;married;tertiary;no;494;no;no;cellular;10;mar;106;2;478;3;failure;yes
28;self-employed;single;tertiary;no;4579;no;no;cellular;12;jan;409;2;-1;0;unknown;yes
46;blue-collar;married;primary;no;2473;no;no;cellular;4;aug;136;3;-1;0;unknown;no
34;technician;single;secondary;no;52;no;no;cellular;19;aug;90;4;-1;0;unknown;no
30;services;single;primary;no;0;yes;yes;cellular;19;nov;686;1;-1;0;unknown;yes
53;technician;married;secondary;no;529;yes;no;cellular;28;jan;558;1;-1;0;unknown;no
50;blue-collar;married;primary;no;157;no;no;cellular;27;aug;50;4;-1;0;unknown;no
42;technician;married;secondary;no;234;no;no;cellular;4;feb;765;2;-1;0;unknown;no
46;blue-collar;married;secondary;no;6215;no;no;unknown;16;jun;155;1;-1;0;unknown;no
37;technician;single;tertiary;no;3943;no;no;cellular;19;nov;37;1;-1;0;unknown;no
28;blue-collar;single;secondary;no;2806;no;no;cellular;13;oct;285;1;120;1;other;no
23;student;single;secondary;no;794;no;no;cellular;26;jul;607;3;171;3;other;yes
36;blue-collar;married;primary;no;378;yes;no;cellular;5;may;1240;1;-1;0;unknown;yes
42;admin.;married;unknown;no;756;no;no;cellular;7;may;116;3;-1;0;unknown;no
56;retired;married;primary;no;9367;no;no;cellular;13;aug;320;2;101;2;success;yes
51;management;single;unknown;no;-461;yes;no;unknown;28;may;33;2;-1;0;unknown;no
55;blue-collar;married;secondary;no;1261;no;no;unknown;19;may;166;1;-1;0;unknown;no
34;unemployed;married;secondary;no;0;yes;no;cellular;13;may;172;1;-1;0;unknown;no
38;admin.;divorced;secondary;no;19;yes;no;unknown;30;may;604;2;-1;0;unknown;yes
44;technician;single;tertiary;no;2033;no;no;cellular;3;sep;444;1;99;1;failure;yes
57;retired;divorced;tertiary;no;3875;no;no;cellular;19;nov;130;2;-1;0;unknown;no
52;management;single;tertiary;no;5728;yes;no;cellular;21;nov;79;3;-1;0;unknown;no
38;technician;married;secondary;no;0;yes;yes;cellular;7;jul;500;5;-1;0;unknown;no
41;management;married;tertiary;no;9935;no;no;telephone;21;nov;49;1;-1;0;unknown;no
32;management;divorced;tertiary;no;883;yes;no;cellular;10;dec;798;1;185;5;other;yes
31;management;divorced;tertiary;no;373;no;no;cellular;10;feb;132;6;-1;0;unknown;yes
40;technician;single;unknown;no;3652;yes;no;unknown;14;may;1028;2;-1;0;unknown;yes
29;management;single;tertiary;no;42;yes;no;unknown;26;jun;91;4;-1;0;unknown;no
30;services;married;unknown;no;280;yes;yes;unknown;28;may;674;2;-1;0;unknown;no
22;student;single;secondary;no;3982;no;no;cellular;20;apr;206;1;-1;0;unknown;yes
67;management;divorced;tertiary;no;361;no;no;cellular;13;oct;411;2;-1;0;unknown;yes
37;blue-collar;divorced;secondary;no;316;yes;no;unknown;26;may;642;2;-1;0;unknown;yes
26;unemployed;single;tertiary;no;3466;no;no;cellular;6;oct;275;2;-1;0;unknown;yes
31;student;single;tertiary;no;64;no;no;cellular;2;jun;261;2;-1;0;unknown;yes
43;services;married;secondary;no;14679;yes;no;cellular;20;nov;165;3;-1;0;unknown;no
39;housemaid;married;tertiary;no;4;yes;yes;unknown;19;jun;185;1;-1;0;unknown;no
47;self-employed;married;secondary;no;0;no;no;cellular;29;aug;90;6;-1;0;unknown;no
49;entrepreneur;married;primary;no;137;yes;no;cellular;14;may;384;7;-1;0;unknown;no
61;housemaid;married;primary;no;175;no;no;telephone;3;dec;237;1;-1;0;unknown;no
44;technician;married;secondary;no;1127;yes;no;cellular;19;aug;82;8;-1;0;unknown;no
83;retired;divorced;primary;no;1097;no;no;telephone;5;mar;181;1;-1;0;unknown;yes
31;technician;divorced;secondary;no;202;yes;no;cellular;18;jul;146;1;-1;0;unknown;no
50;admin.;married;secondary;no;326;yes;no;cellular;11;may;124;1;369;2;failure;no
57;housemaid;married;tertiary;no;2326;no;no;cellular;28;oct;207;1;194;1;success;yes
60;retired;married;unknown;no;878;no;no;cellular;13;aug;106;2;-1;0;unknown;no
38;technician;married;secondary;no;0;yes;no;cellular;22;jul;1545;1;-1;0;unknown;yes
32;management;single;tertiary;no;3886;yes;yes;unknown;29;may;151;7;-1;0;unknown;no
41;management;married;tertiary;no;371;yes;no;cellular;28;jul;81;8;-1;0;unknown;no
32;services;single;secondary;no;3993;no;no;cellular;22;may;148;2;-1;0;unknown;yes
34;admin.;married;secondary;no;0;yes;no;cellular;10;feb;97;1;85;1;failure;yes
33;blue-collar;married;primary;no;1165;yes;no;unknown;21;may;420;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;913;yes;no;cellular;17;apr;738;2;-1;0;unknown;no
57;blue-collar;married;secondary;no;5935;yes;yes;unknown;5;may;258;1;-1;0;unknown;no
29;management;married;tertiary;no;2417;yes;no;cellular;7;may;126;2;-1;0;unknown;no
37;management;married;tertiary;no;238;no;no;cellular;3;nov;149;1;-1;0;unknown;yes
49;management;married;tertiary;no;502;no;no;cellular;22;aug;379;4;-1;0;unknown;no
73;retired;married;primary;no;796;no;no;cellular;23;oct;427;1;182;2;failure;yes
54;management;married;tertiary;no;8295;no;no;cellular;5;jun;207;1;-1;0;unknown;yes
40;technician;single;tertiary;no;431;no;no;cellular;7;jul;180;2;-1;0;unknown;yes
35;management;married;tertiary;no;2957;yes;yes;cellular;8;aug;733;3;-1;0;unknown;yes
29;technician;single;secondary;no;938;no;no;cellular;3;nov;358;1;-1;0;unknown;yes
51;housemaid;married;unknown;no;2337;yes;no;cellular;16;apr;251;2;266;3;other;yes
48;blue-collar;married;secondary;no;194;yes;no;cellular;5;feb;62;1;-1;0;unknown;no
47;technician;married;secondary;no;335;no;no;cellular;4;may;417;1;76;1;success;yes
29;management;single;tertiary;no;2955;no;no;cellular;29;apr;226;2;-1;0;unknown;yes
50;services;married;secondary;no;3169;no;no;cellular;13;aug;399;1;430;1;failure;yes
50;management;married;tertiary;no;964;yes;no;unknown;6;may;323;1;-1;0;unknown;no
58;management;married;tertiary;no;5680;no;no;unknown;18;jun;114;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;48;yes;yes;unknown;29;may;144;1;-1;0;unknown;no
41;housemaid;single;primary;no;21;no;no;unknown;6;jun;264;1;-1;0;unknown;no
84;retired;married;secondary;no;81204;no;no;telephone;28;dec;679;1;313;2;other;yes
65;retired;married;secondary;no;2;no;no;cellular;14;apr;450;1;-1;0;unknown;yes
35;technician;married;secondary;no;254;no;no;cellular;8;aug;153;7;-1;0;unknown;no
33;self-employed;single;tertiary;no;61;no;no;cellular;19;aug;836;3;-1;0;unknown;yes
59;retired;married;secondary;no;2467;no;no;cellular;20;nov;972;2;-1;0;unknown;no
38;management;married;secondary;no;0;yes;no;unknown;27;may;233;2;-1;0;unknown;no
47;technician;married;secondary;no;1219;no;no;cellular;18;aug;697;4;-1;0;unknown;yes
42;services;single;tertiary;no;94;yes;no;cellular;11;aug;176;2;90;4;failure;yes
30;self-employed;single;tertiary;no;578;yes;no;unknown;2;jun;142;4;-1;0;unknown;no
29;self-employed;married;secondary;no;123;no;yes;cellular;21;apr;158;2;181;1;success;yes
25;technician;single;secondary;no;2704;yes;no;unknown;6;jun;63;3;-1;0;unknown;no
34;admin.;single;secondary;no;1880;yes;no;unknown;23;may;297;1;-1;0;unknown;no
23;admin.;single;tertiary;no;897;yes;no;cellular;8;feb;190;2;280;8;failure;yes
32;management;single;secondary;no;416;yes;no;cellular;18;nov;268;2;-1;0;unknown;no
33;technician;single;tertiary;no;317;yes;no;cellular;4;jun;323;1;80;14;other;yes
30;self-employed;married;tertiary;no;2666;no;no;cellular;5;aug;475;2;93;4;success;yes
78;retired;divorced;secondary;no;3417;no;no;cellular;12;may;309;1;181;1;success;yes
40;services;married;primary;no;-9;yes;no;unknown;15;may;920;2;-1;0;unknown;yes
60;retired;divorced;secondary;no;1091;no;no;cellular;30;jul;441;5;-1;0;unknown;yes
51;self-employed;married;secondary;no;95;yes;no;cellular;23;jul;1309;4;-1;0;unknown;yes
52;self-employed;married;secondary;no;273;no;no;unknown;7;may;227;1;-1;0;unknown;no
33;entrepreneur;married;tertiary;no;595;no;no;cellular;7;aug;22;2;-1;0;unknown;no
35;services;married;unknown;no;618;no;no;cellular;30;apr;951;1;-1;0;unknown;yes
37;management;married;tertiary;no;3236;no;no;cellular;20;may;291;2;202;5;other;yes
40;technician;married;secondary;no;4186;no;no;cellular;11;aug;129;1;-1;0;unknown;no
34;blue-collar;married;primary;no;3527;yes;no;cellular;21;nov;1022;1;-1;0;unknown;yes
57;services;single;secondary;no;1430;yes;no;unknown;3;jun;666;5;-1;0;unknown;no
27;blue-collar;married;secondary;no;4333;no;no;cellular;20;apr;163;1;-1;0;unknown;yes
29;management;married;tertiary;no;8103;no;no;cellular;28;may;473;3;-1;0;unknown;yes
34;admin.;single;tertiary;no;18;yes;yes;cellular;30;apr;359;1;-1;0;unknown;yes
32;blue-collar;married;primary;no;2291;yes;yes;cellular;29;jan;489;3;182;24;other;no
46;blue-collar;married;secondary;no;668;yes;no;unknown;15;may;1263;2;-1;0;unknown;yes
31;technician;single;tertiary;no;882;no;no;cellular;4;sep;293;1;93;1;success;yes
33;unemployed;married;tertiary;no;302;yes;yes;cellular;16;apr;670;1;-1;0;unknown;no
37;admin.;single;secondary;no;728;no;no;cellular;3;feb;129;1;174;2;other;yes
55;unknown;married;secondary;no;2206;no;no;cellular;12;aug;265;1;91;5;success;yes
42;housemaid;married;primary;no;2328;no;no;cellular;20;aug;133;2;-1;0;unknown;no
32;admin.;single;secondary;no;2146;yes;no;unknown;21;may;422;2;-1;0;unknown;no
47;housemaid;single;tertiary;no;3727;no;no;unknown;12;jun;993;6;-1;0;unknown;yes
86;retired;single;secondary;no;614;no;no;telephone;9;dec;595;1;-1;0;unknown;yes
44;retired;divorced;primary;no;2083;yes;no;unknown;28;may;124;1;-1;0;unknown;no
49;blue-collar;divorced;primary;no;0;yes;no;cellular;29;jul;468;2;-1;0;unknown;no
31;services;single;secondary;no;181;no;no;cellular;30;apr;325;1;-1;0;unknown;yes
57;retired;married;secondary;no;1841;no;no;telephone;5;jun;302;1;-1;0;unknown;yes
34;management;married;tertiary;no;520;yes;no;cellular;12;aug;1307;4;-1;0;unknown;yes
36;management;married;tertiary;no;0;yes;no;cellular;29;jan;86;1;237;17;other;no
47;blue-collar;married;primary;no;2;yes;yes;cellular;20;nov;661;4;190;1;failure;no
36;blue-collar;married;secondary;no;330;yes;no;cellular;13;may;777;2;-1;0;unknown;no
45;admin.;married;tertiary;no;2552;no;no;cellular;1;jun;69;1;293;7;failure;yes
31;services;single;secondary;no;900;yes;no;cellular;20;nov;321;2;190;4;other;no
28;housemaid;single;tertiary;no;731;yes;no;cellular;6;feb;135;2;-1;0;unknown;no
29;admin.;single;secondary;no;464;no;no;cellular;9;nov;208;2;91;3;success;yes
33;management;single;tertiary;no;2364;no;no;cellular;17;may;508;1;-1;0;unknown;yes
42;blue-collar;divorced;primary;no;213;yes;no;cellular;7;jul;434;3;-1;0;unknown;yes
59;management;married;tertiary;no;1;yes;no;cellular;29;apr;210;1;-1;0;unknown;yes
38;admin.;married;secondary;no;384;no;no;cellular;3;feb;387;1;-1;0;unknown;no
47;admin.;married;secondary;no;3070;no;no;cellular;7;aug;663;4;-1;0;unknown;yes
34;management;married;tertiary;no;73;no;no;cellular;4;feb;426;2;-1;0;unknown;yes
27;management;single;tertiary;no;438;yes;no;cellular;18;may;10;5;-1;0;unknown;no
47;technician;single;secondary;no;58;no;no;telephone;5;feb;33;1;-1;0;unknown;no
45;technician;married;secondary;no;2776;yes;no;cellular;27;jul;287;2;181;1;success;yes
34;technician;single;secondary;no;-269;yes;no;unknown;17;jun;102;3;-1;0;unknown;no
31;admin.;married;secondary;no;10;no;no;cellular;15;jul;156;4;-1;0;unknown;no
30;blue-collar;married;secondary;no;61;yes;no;cellular;5;may;525;1;-1;0;unknown;yes
31;technician;single;secondary;no;304;no;no;cellular;29;jan;293;2;160;2;other;no
30;management;single;tertiary;no;697;no;no;cellular;28;apr;545;2;181;8;success;yes
32;blue-collar;married;secondary;no;736;yes;no;unknown;23;may;700;3;-1;0;unknown;no
53;management;married;tertiary;no;0;yes;no;cellular;9;jul;296;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;-870;yes;no;unknown;26;may;102;2;-1;0;unknown;no
31;technician;single;secondary;no;3701;no;no;cellular;18;aug;709;3;-1;0;unknown;no
53;unemployed;married;primary;no;980;yes;no;cellular;3;dec;352;1;-1;0;unknown;yes
61;management;married;tertiary;no;267;no;no;cellular;20;apr;190;1;-1;0;unknown;yes
44;management;single;tertiary;no;1090;no;no;cellular;20;oct;178;4;93;6;success;yes
42;blue-collar;single;primary;no;19;yes;no;unknown;7;may;158;1;-1;0;unknown;no
26;management;married;primary;no;1349;yes;no;unknown;9;may;275;1;-1;0;unknown;no
43;self-employed;married;tertiary;no;10072;no;no;cellular;12;may;98;1;77;5;failure;no
34;entrepreneur;married;tertiary;no;1076;yes;no;cellular;5;feb;136;10;-1;0;unknown;yes
32;admin.;married;tertiary;no;284;yes;no;cellular;29;apr;717;3;-1;0;unknown;yes
28;student;single;secondary;no;205;no;no;cellular;14;jul;87;3;184;2;other;yes
54;technician;divorced;secondary;no;2156;yes;no;cellular;30;apr;258;1;86;5;success;yes
32;blue-collar;single;secondary;no;799;no;yes;cellular;23;jul;2078;6;-1;0;unknown;yes
54;blue-collar;married;secondary;no;1223;yes;no;cellular;7;may;369;1;-1;0;unknown;no
36;technician;single;secondary;no;317;yes;no;cellular;30;jan;198;2;266;2;failure;no
41;blue-collar;married;primary;no;8;yes;no;cellular;15;jul;155;2;-1;0;unknown;no
28;technician;single;tertiary;no;75;yes;yes;cellular;5;may;233;2;-1;0;unknown;no
47;blue-collar;married;secondary;no;820;no;no;cellular;19;oct;98;1;-1;0;unknown;yes
34;blue-collar;married;primary;no;336;yes;no;unknown;21;may;713;4;-1;0;unknown;no
33;services;divorced;secondary;no;2358;yes;no;cellular;20;apr;529;3;-1;0;unknown;no
38;management;married;tertiary;no;7255;yes;no;cellular;20;apr;410;2;-1;0;unknown;no
29;technician;single;secondary;no;500;yes;no;cellular;14;may;273;3;-1;0;unknown;no
37;management;married;tertiary;no;257;no;no;unknown;20;sep;11;1;-1;0;unknown;no
42;unemployed;married;unknown;no;970;yes;no;telephone;21;jul;691;10;-1;0;unknown;yes
33;technician;single;secondary;no;-32;no;no;cellular;25;aug;196;12;-1;0;unknown;no
43;blue-collar;single;secondary;no;740;yes;no;unknown;20;jun;585;2;-1;0;unknown;yes
55;technician;married;tertiary;no;1320;no;no;cellular;28;apr;387;2;-1;0;unknown;yes
35;unemployed;single;secondary;no;221;no;no;cellular;29;jan;374;1;-1;0;unknown;no
38;technician;married;secondary;no;0;no;no;cellular;28;aug;176;10;-1;0;unknown;no
30;services;divorced;secondary;no;704;yes;no;cellular;25;jul;524;10;-1;0;unknown;no
53;blue-collar;married;secondary;no;1777;yes;no;cellular;21;nov;796;5;154;1;failure;yes
33;management;single;tertiary;no;1304;yes;no;cellular;18;may;536;2;-1;0;unknown;yes
33;management;single;tertiary;no;3143;no;no;cellular;29;jun;421;2;-1;0;unknown;yes
59;unemployed;divorced;secondary;no;7469;no;no;cellular;22;feb;287;1;130;1;failure;no
51;blue-collar;married;secondary;no;0;yes;no;unknown;5;may;173;2;-1;0;unknown;no
43;self-employed;married;primary;no;9304;no;no;cellular;8;aug;362;4;-1;0;unknown;no
58;housemaid;married;primary;no;260;yes;no;telephone;15;may;71;5;364;3;failure;no
60;retired;married;secondary;no;975;no;no;cellular;16;sep;303;1;792;1;failure;yes
42;management;married;tertiary;no;2187;yes;no;cellular;17;nov;525;3;-1;0;unknown;yes
44;technician;married;primary;no;7800;yes;no;cellular;19;nov;250;1;-1;0;unknown;no
60;retired;divorced;secondary;no;1382;no;no;cellular;30;jul;112;10;-1;0;unknown;no
28;admin.;single;secondary;no;460;yes;no;unknown;26;may;741;6;-1;0;unknown;yes
51;admin.;married;tertiary;no;0;yes;yes;cellular;8;mar;124;2;-1;0;unknown;yes
44;self-employed;married;unknown;no;163;yes;no;cellular;4;may;364;3;-1;0;unknown;yes
35;admin.;single;secondary;no;855;yes;no;unknown;12;may;241;3;-1;0;unknown;no
31;technician;single;secondary;no;271;yes;no;cellular;5;may;269;1;-1;0;unknown;no
37;technician;single;secondary;no;3;yes;no;cellular;8;aug;90;5;-1;0;unknown;no
33;management;single;tertiary;no;-2;no;yes;cellular;25;aug;147;6;-1;0;unknown;no
39;management;married;tertiary;no;1425;yes;no;cellular;12;may;775;3;-1;0;unknown;yes
54;management;married;tertiary;no;1464;no;no;cellular;2;oct;194;2;94;1;success;yes
32;management;divorced;tertiary;no;222;no;yes;cellular;15;jul;820;4;-1;0;unknown;yes
63;management;married;tertiary;no;0;no;no;cellular;12;oct;130;2;182;6;failure;no
34;management;divorced;tertiary;no;13204;yes;yes;cellular;20;nov;197;2;-1;0;unknown;no
57;admin.;married;secondary;no;403;yes;no;cellular;18;may;603;1;340;2;other;yes
49;blue-collar;married;primary;no;-157;yes;no;cellular;7;jul;491;3;-1;0;unknown;yes
31;student;married;primary;no;46;yes;no;cellular;10;jul;487;1;-1;0;unknown;yes
82;retired;married;tertiary;no;278;no;no;cellular;16;feb;223;7;-1;0;unknown;no
55;housemaid;married;primary;no;2152;no;no;unknown;19;jun;922;2;-1;0;unknown;yes
60;retired;married;secondary;no;5267;no;no;cellular;4;sep;520;1;-1;0;unknown;yes
65;retired;married;primary;no;1004;no;no;cellular;28;oct;371;1;-1;0;unknown;yes
49;services;married;secondary;no;-8;yes;no;unknown;8;may;1119;1;-1;0;unknown;yes
34;management;married;tertiary;no;158;no;no;cellular;9;jun;190;1;92;9;success;yes
23;technician;single;secondary;no;4;yes;no;cellular;8;may;763;1;-1;0;unknown;yes
32;technician;single;tertiary;no;388;no;no;cellular;29;apr;250;3;-1;0;unknown;yes
55;management;married;tertiary;no;3848;yes;no;cellular;8;apr;222;2;-1;0;unknown;yes
37;management;single;tertiary;no;337;yes;no;unknown;26;may;777;5;-1;0;unknown;no
35;blue-collar;married;primary;no;422;yes;no;cellular;14;may;73;1;-1;0;unknown;no
55;retired;divorced;secondary;no;2204;no;no;cellular;22;feb;261;1;264;1;failure;yes
47;technician;married;secondary;no;0;no;no;cellular;21;nov;591;1;10;1;failure;yes
64;retired;married;unknown;no;34;no;no;cellular;26;aug;244;2;-1;0;unknown;yes
57;technician;married;tertiary;no;27069;no;yes;unknown;20;jun;174;3;-1;0;unknown;no
55;blue-collar;married;secondary;no;471;yes;no;unknown;30;may;58;2;-1;0;unknown;no
34;admin.;married;secondary;no;247;no;no;cellular;8;oct;401;2;-1;0;unknown;yes
41;unemployed;married;tertiary;no;28;yes;no;cellular;4;feb;358;2;-1;0;unknown;no
30;unemployed;single;secondary;no;2303;no;no;telephone;6;feb;193;5;-1;0;unknown;no
36;student;single;unknown;no;417;no;no;cellular;10;aug;304;1;181;1;success;yes
35;management;single;tertiary;no;1379;no;no;cellular;20;nov;370;1;-1;0;unknown;no
35;technician;married;secondary;no;353;no;no;cellular;28;aug;17;9;-1;0;unknown;no
29;technician;single;tertiary;no;2489;yes;no;cellular;3;mar;355;1;86;5;failure;yes
38;technician;single;tertiary;no;1314;yes;yes;cellular;16;jul;378;2;-1;0;unknown;no
38;technician;divorced;secondary;no;0;yes;no;cellular;16;apr;867;1;-1;0;unknown;no
81;retired;married;primary;no;5220;no;no;telephone;13;nov;135;1;94;2;other;yes
61;retired;married;secondary;no;5207;no;no;cellular;11;sep;336;1;81;2;other;no
51;technician;married;secondary;no;100;no;no;cellular;2;feb;467;2;-1;0;unknown;yes
41;management;married;tertiary;no;615;yes;no;unknown;29;may;37;1;-1;0;unknown;no
38;admin.;married;secondary;no;326;yes;no;cellular;17;apr;69;2;-1;0;unknown;no
50;admin.;married;secondary;no;706;yes;no;cellular;6;aug;1250;4;-1;0;unknown;yes
37;management;married;tertiary;no;0;no;no;cellular;16;jul;268;2;182;3;success;yes
30;management;single;tertiary;no;1130;yes;no;unknown;14;may;138;3;-1;0;unknown;no
47;housemaid;single;primary;no;46;no;no;cellular;4;feb;371;1;-1;0;unknown;no
21;student;single;primary;no;423;no;no;cellular;8;apr;104;5;-1;0;unknown;yes
56;blue-collar;single;secondary;no;663;no;yes;cellular;8;jul;819;3;-1;0;unknown;yes
56;services;divorced;tertiary;no;2272;yes;no;unknown;9;may;263;5;-1;0;unknown;no
58;retired;married;primary;no;1241;no;no;cellular;18;aug;194;2;-1;0;unknown;yes
24;student;single;secondary;no;689;no;no;cellular;8;sep;630;1;-1;0;unknown;yes
50;management;married;tertiary;no;29;yes;no;cellular;7;may;83;4;266;20;other;no
28;blue-collar;married;primary;no;115;yes;no;unknown;28;may;78;4;-1;0;unknown;no
54;management;married;tertiary;no;284;yes;yes;telephone;15;may;65;5;-1;0;unknown;no
31;housemaid;single;primary;no;26965;no;no;cellular;21;apr;654;2;-1;0;unknown;yes
33;technician;married;secondary;no;303;yes;no;cellular;3;feb;355;1;301;5;success;yes
33;management;single;tertiary;no;224;no;no;cellular;8;mar;241;2;-1;0;unknown;yes
32;technician;single;secondary;no;324;no;yes;cellular;23;feb;432;1;-1;0;unknown;yes
33;services;single;unknown;no;2297;no;no;cellular;27;jul;527;1;-1;0;unknown;yes
54;technician;married;secondary;no;114;no;no;cellular;30;jul;458;3;-1;0;unknown;yes
53;blue-collar;divorced;primary;no;4401;no;no;telephone;11;nov;241;1;92;1;success;yes
35;technician;single;tertiary;no;470;yes;no;cellular;25;jul;743;13;-1;0;unknown;yes
65;housemaid;married;primary;no;715;no;no;cellular;11;mar;323;1;-1;0;unknown;yes
54;technician;single;tertiary;no;118;no;no;cellular;5;apr;280;1;-1;0;unknown;yes
47;blue-collar;married;primary;no;550;yes;no;unknown;7;may;113;1;-1;0;unknown;no
23;services;single;secondary;no;870;no;no;cellular;6;jul;316;4;-1;0;unknown;yes
57;services;divorced;secondary;no;14;no;yes;cellular;22;jul;445;2;-1;0;unknown;no
46;technician;married;tertiary;no;0;no;no;cellular;20;nov;531;1;167;1;failure;yes
34;technician;married;secondary;no;133;no;no;cellular;15;nov;401;2;187;5;success;yes
26;blue-collar;single;primary;no;941;no;no;cellular;29;jan;1165;1;-1;0;unknown;yes
27;student;single;tertiary;no;3733;yes;no;telephone;13;feb;299;6;-1;0;unknown;yes
31;blue-collar;single;secondary;no;616;yes;no;telephone;12;may;185;3;-1;0;unknown;no
34;technician;single;secondary;no;2131;yes;no;cellular;13;may;53;1;-1;0;unknown;no
67;retired;married;unknown;no;696;no;no;telephone;4;may;77;2;-1;0;unknown;no
60;retired;married;secondary;no;1690;no;no;unknown;20;jun;1467;4;-1;0;unknown;yes
38;blue-collar;married;secondary;no;35;yes;no;unknown;28;may;130;2;-1;0;unknown;no
37;management;single;tertiary;no;767;no;no;cellular;22;aug;160;2;-1;0;unknown;no
28;self-employed;married;tertiary;no;0;yes;no;cellular;4;feb;546;3;196;4;failure;yes
32;technician;single;secondary;no;644;yes;yes;unknown;21;may;198;1;-1;0;unknown;no
49;management;married;tertiary;no;2881;no;no;cellular;2;mar;120;3;-1;0;unknown;yes
46;blue-collar;married;primary;no;1085;yes;yes;cellular;15;may;523;2;353;58;other;yes
34;technician;married;secondary;no;294;yes;no;cellular;8;jun;301;3;-1;0;unknown;yes
49;technician;married;secondary;no;1684;no;yes;cellular;1;jun;412;2;-1;0;unknown;yes
26;admin.;married;secondary;no;3160;yes;no;unknown;27;may;154;1;-1;0;unknown;no
